event_date,event_id,event_name,rows,eligible,new_share,median_event_jpar,median_adjusted_event_jpar,calibration_multiplier,raw_log_std
2025-04-04,250404.01,2025 USA Jigsaw Nationals Prelim A,190,178.0,1.0,0.8449556830031282,0.8449556830031282,,1.0000000000000124
2025-04-04,250404.02,2025 USA Jigsaw Nationals Prelim B,191,177.0,0.9267015706806283,0.8722287047841307,1.2592325379750398,1.4436953646081725,1.0000000000000002
2025-04-04,250404.03,2025 USA Jigsaw Nationals Prelim C,192,172.0,0.8958333333333334,0.8990435010482181,1.4223291307807528,1.5820470634873869,0.9999999999999944
2025-04-06,250406,2025 USA Jigsaw Nationals Finals,200,198.0,0.0,1.003875968992248,0.7875783199577966,0.7845374770235967,0.9999999999999978
2025-04-12,250412,SDPC 319,136,136.0,0.47794117647058826,0.9603861517976031,1.0179477747656036,1.0599359152152075,0.9999999999999964
2025-04-18,250418.01,MO2025 - Missouri Speed Puzzling Championship,14,6.0,0.0,0.927768714881276,1.436989678123217,1.5488662800050383,0.9999999999999984
2025-04-18,250418.02,TN2025 - Tenessee Speed Puzzling Championship,6,1.0,0.16666666666666666,1.0624527445939818,2.262669489403411,2.129666002480039,1.000000000000001
2025-04-18,250418.03,IA2025 - Iowa Speed Puzzling Championship,8,7.0,0.625,0.9893977947413062,1.181713290992763,1.1943763138280905,0.9999999999999988
2025-04-26,250426,CO2025 - Colorado Speed Puzzling Championship,78,40.0,0.2948717948717949,0.8987477343878727,1.2207864046422312,1.3583193124527821,0.9999999999999939
2025-05-03,250503,SDPC 332,133,133.0,0.15789473684210525,0.9805494285141368,1.0287711024655737,1.0491782184040521,0.999999999999994
2025-05-09,250509.01,NH2025 - New Hampshire Speed Puzzling Championship,8,5.0,0.125,0.9747966298663568,1.5766180001097791,1.6173814637889457,0.9999999999999991
2025-05-09,250509.02,SC2025 - South Carolina Speed Puzzling Championship,5,5.0,0.4,0.9974431818181818,1.2691298458027465,1.2723830980420585,0.999999999999997
2025-05-09,250509.03,KS2025 - Kansas Speed Puzzling Championship,4,2.0,0.25,0.9962221633085895,1.9804002878281435,1.987910288254343,1.0000000000000007
2025-05-24,250524,VA2025 - Virginia Speed Puzzling Championship,78,59.0,0.15384615384615385,0.8620834735779199,1.1999829496656411,1.3919567958835022,0.9999999999999946
2025-06-13,250613.03,OK2025 - Oklahoma Speed Puzzling Championship,11,2.0,0.09090909090909091,0.9565036708685414,2.850083923157481,2.979689477374925,0.9999999999999977
2025-06-20,250620,OH2025 - Ohio Speed Puzzling Championship,102,66.0,0.23529411764705882,0.8873062730627306,1.6467130645004788,1.8558564438144798,1.0000000000000024
2025-07-05,250705,SPDC 366,151,151.0,0.09933774834437085,0.9709935687098044,1.0780255490974289,1.110229340169412,1.0000000000000042
2025-07-11,250711.03,NM2025 - New Mexico Speed Puzzling Championship,9,4.0,0.1111111111111111,0.9560195468680588,2.0664856935706637,2.1615517175778645,1.0000000000000007
2025-07-12,250712,WA2025 - Washington Speed Puzzling Championship,89,51.0,0.6404494382022472,0.8904565630944832,1.105028725871368,1.2409687026520544,1.0000000000000016
2025-07-26,250726,NY2025 - New York Speed Puzzling Championship,69,35.0,0.057971014492753624,0.904639175257732,1.5184430787182186,1.6785068790389426,1.0000000000000002
2025-08-02,250802,SPDC 389,156,156.0,0.10256410256410256,0.9885873700228254,1.0957774063677161,1.1084274790425614,0.999999999999992
2025-08-03,250803,Orange County Speed Puzzlers Individuals,53,37.0,0.5094339622641509,0.810097017606899,1.6159557890025062,1.9947682239050675,0.9999999999999958
2025-08-09,250809,CT2025 - Connecticut Speed Puzzling Championship,65,46.0,0.06153846153846154,0.921401907922024,1.404707192599251,1.5245325416866056,1.0000000000000033
2025-08-16,250816,MA2025 - Massachusetts Speed Puzzling Championship,77,45.0,0.22077922077922077,0.9114104595879556,1.722071072397171,1.889457219062102,1.0000000000000002
2025-09-12,250912.01,NE2025 - Nebraska Speed Puzzling Championship,2,1.0,1.0,,,,0.9999999999999996
2025-09-12,250912.02,AR2025 - Arkansas Speed Puzzling Championship,4,4.0,1.0,0.9891401701746529,0.9891401701746529,,0.9999999999999986
2025-09-12,250912.03,NV2025 - Nevada Speed Puzzling Championship,3,3.0,0.6666666666666666,1.0116985376827896,1.1990132070934136,1.1851487003625136,1.0000000000000049
2025-09-17,250917.01,WJPC 2025 Semifinal 1,16,16.0,0.0625,1.044244604316547,0.8437406120127642,0.8079913542526642,0.9999999999999974
2025-09-17,250917.02,WJPC 2025 Semifinal 2,8,8.0,0.0,0.9648215209518883,0.8060746991176739,0.8354650902919376,0.9999999999999972
2025-09-17,250917.03,WJPC 2025 Semifinal 3,12,12.0,0.16666666666666666,0.9702970297029702,0.8246353514182172,0.8498792907473462,0.9999999999999987
2025-09-20,250920,WJPC 2025 Final,17,17.0,0.0,1.0021116138763198,0.7242564434016341,0.7227303160374524,0.9999999999999926
2025-09-27,250927,SPDC 417,142,142.0,0.04929577464788732,0.9637365159513427,1.0869186875162544,1.1278172711379664,0.9999999999999951
2025-10-11,251011,UT2025 - Utah Speed Puzzling Championship,86,41.0,0.22093023255813954,0.9308219178082193,2.3451082964785694,2.519395226533268,1.0
2025-10-17,251017.01,ND2025 - North Dakota Speed Puzzling Championship,3,3.0,0.3333333333333333,0.9315718157181572,0.7544894470574881,0.8099101264413473,0.999999999999998
2025-10-17,251017.02,SD2025 - South Dakota Speed Puzzling Championship,3,2.0,0.6666666666666666,0.9370701009805356,5.471788111707866,5.839251626940473,1.0000000000000064
2025-10-17,251017.03,HI2025 - Hawaii Speed Puzzling Championship,3,3.0,0.0,1.063561166739225,1.0321642837419824,0.970479475953882,0.9999999999999997
2025-10-25,251025,AZ2025 - Arizona Speed Puzzling Championship,61,32.0,0.26229508196721313,0.8531017369727047,2.398890274296907,2.811962712453908,1.0000000000000069
2025-11-01,251101,SPDC 435,147,147.0,0.05442176870748299,0.9331708307942312,1.1320786602225108,1.2131526435079276,1.0000000000000098
2025-11-08,251108,MN2025 - Minnesota Speed Puzzling Championship,109,56.0,0.1834862385321101,0.9330047462577584,2.267068064300377,2.42985694702357,0.9999999999999944
2025-11-15,251115,CA2025 - California Speed Puzzling Championship,182,109.0,0.21978021978021978,0.9362272240085746,2.1095689331775382,2.25326595839112,0.9999999999999962
2025-11-15,251115.01,Chicago Puzzle Club USAJPA Sanctioned Speed Puzzle Competition,49,34.0,0.4489795918367347,0.8283430004702932,2.2014016526963025,2.6575967340177353,1.0
2025-11-21,251121.01,WV2025 - West Virginia Speed Puzzling Championship,2,2.0,1.0,,,,0.9999999999999999
2025-11-21,251121.02,DE2025 - Delaware Speed Puzzling Championship,1,0.0,1.0,,,,
2025-12-19,251219.02,WY2025 - Wyoming Speed Puzzling Championship,1,0.0,1.0,,,,
2025-12-19,251219.03,AK2025 - Alaska Speed Puzzling Championship,5,3.0,0.6,0.8757543485977991,10.446221136658185,11.928254942021118,1.0000000000000007
2026-01-25,260125,Saint Paul Winter Carnival,99,99.0,0.23232323232323232,0.9065212552860004,1.168157175210685,1.2886153175108293,1.0000000000000004
2026-03-27,260327.01,2026 USA Jigsaw Nationals Individual Prelim A,200,186.0,0.33,0.8418632546981208,1.4497226140008772,1.7220404928122506,1.0000000000000087
2026-03-27,260327.02,2026 USA Jigsaw Nationals Individual Prelim B,200,184.0,0.35,0.8687995574405311,1.5402012824397713,1.772792434398998,0.999999999999999
2026-03-27,260327.03,2026 USA Jigsaw Nationals Individual Prelim C,199,182.0,0.34673366834170855,0.8732939498879609,1.457533282942235,1.6690065047733686,0.9999999999999958
2026-03-27,260327.04,2026 USA Jigsaw Nationals Individual Prelim D,199,187.0,0.32160804020100503,0.8937149719775821,1.415964045517396,1.5843575299899013,1.0000000000000018
2026-03-29,260329.02,2026 USA Jigsaw Nationals Individual Final,200,198.0,0.0,1.0195700110253585,1.0132425533478926,0.9937939939297524,0.9999999999999951
